latitude,longitude,depth,mag,gap,dmin,rms,horizontalError,depthError,magError,meter
-8.343,119.7134,184.84,4.1,92,2.513,0.67,9.3,14.2,0.165,10
-9.6529,111.7854,14.29,4.9,120,2.132,1.15,7.9,4.9,0.104,29
9.2447,126.3775,70.19,4.4,137,2.301,0.95,9.5,11,0.148,13
-9.6687,111.8495,10,5.5,39,2.182,0.84,6.9,1.8,0.052,36
1.779,95.3636,28.72,4.1,206,2.26,1.41,7.4,7.2,0.233,5
1.7029,96.862,28.64,4.4,195,0.816,0.57,9.1,7,0.144,14
4.5203,124.665,34.92,4.4,109,2.691,1.33,8.1,7,0.144,14
5.2398,124.8643,10,4.4,156,1.951,1.35,5.7,1.9,0.203,7
5.5043,125.0658,26,6.9,14,1.636,0.99,6.6,1.8,0.044,49
0.5735,126.2001,45.91,4.8,46,1.183,1.04,7.2,7.2,0.072,60
-5.0103,128.1254,333.21,4.4,70,4.608,0.94,10.5,11.6,0.134,16
-2.1441,121.1292,49.33,4.3,76,1.973,0.8,6.2,9.3,0.125,18
-8.9579,122.9912,113.85,4.4,97,0.81,0.96,8.1,8,0.134,16
-8.8121,112.4703,75.48,4.6,115,1.697,1.33,7.8,4.3,0.136,16
-7.2533,126.8221,341.56,4,98,3.544,0.64,9.4,10.1,0.157,11
0.6316,118.2381,10,4.6,54,2.181,1.21,5,0.7,0.095,33
1.4202,128.134,92.25,5,44,1.001,0.52,7.5,4.5,0.052,121
-7.1817,105.3162,35,4.7,154,3.656,0.95,8.9,1.9,0.079,49
-6.0171,105.3705,50.16,5,37,2.914,0.88,4.5,5.7,0.061,85
-2.5759,99.7854,30.79,4.1,204,3.143,0.53,11.3,6.7,0.174,9
5.8866,123.7171,10,4.2,146,2.192,0.63,7.9,2,0.166,10
-0.2364,96.9261,28.86,4.3,209,1.662,1.03,10.9,7.7,0.267,4
-0.1477,96.7511,29.77,4.1,118,1.66,0.44,7.4,6.2,0.151,12
-7.8099,117.2176,278.54,4,115,3.105,0.66,6.2,17.5,0.195,7
-9.4274,123.8772,78.17,4.3,109,0.504,1.28,8.2,5.5,0.2,7
-0.1019,125.1925,39.48,5.3,28,2.341,1.07,6.3,4.5,0.039,226
-4.7509,102.8293,57.17,4.4,178,0.407,0.72,11.5,8.5,0.134,16
-7.7404,108.0192,72.22,5.2,28,2.486,1.24,7.2,4.8,0.053,119
9.2681,126.2879,52.78,5.3,47,2.294,1.09,7.7,4.6,0.037,246
-5.0616,126.8048,405.91,4.1,83,5.298,0.64,9.6,8.8,0.109,23
-6.9872,105.2898,35,4.4,137,4.1,0.91,10.1,1.9,0.1,29
-8.3104,119.7293,184.49,4.3,68,2.502,0.83,6.3,9.2,0.13,17
-9.5625,113.0053,56.99,4.4,125,1.568,0.78,5.9,9.1,0.094,34
4.8937,128.0088,59.13,4.1,182,4.144,0.82,8,10.5,0.112,22
-4.4258,127.1779,347.82,4.1,123,5.277,0.41,11.7,16.6,0.151,12
-8.6564,118.8017,131.24,4.2,72,3.397,1.16,7.8,7.6,0.106,25
-8.8672,118.0507,110.43,4,81,3.874,0.83,8.8,6.9,0.129,16
-2.1582,99.6342,30.19,5.2,29,2.839,0.82,7,3.7,0.052,122
-9.4376,111.8268,46.3,4.3,163,1.989,0.65,11.6,8.7,0.119,20
2.0365,96.282,10,4.3,191,1.483,1.04,8.4,1.8,0.142,14
-8.7386,122.397,137.71,4.3,135,0.187,1.48,6.6,7.4,0.16,11
-1.1621,119.8945,36.68,4.6,87,2.426,0.88,6.5,7.5,0.071,59
4.3096,127.5722,74.78,4.2,143,3.52,0.27,13.3,9.7,0.141,14
5.4535,127.2492,131.98,4.5,94,2.309,0.71,8.8,6.9,0.064,71
-1.9886,102.6106,306.36,4.5,58,2.275,0.92,5,6.5,0.071,58
1.4956,128.2505,87.39,4.9,106,1.139,0.49,8.9,7,0.08,49
8.9398,126.4992,112.37,4.4,163,22.126,0.67,18.6,11.3,0.161,11
-9.5726,111.7592,40.36,4,153,2.052,0.55,6.6,11.5,0.163,10
-7.3822,126.7314,341.17,4.2,71,3.39,1,9.7,5.3,0.236,5
0.8143,127.4021,17.19,4,215,0.055,0.24,12.5,5.8,0.232,5
9.0964,126.4469,41.88,4.6,82,2.189,0.4,9.4,7.2,0.082,45
2.1406,125.7056,133.51,4.3,115,2.146,0.44,7.6,11.8,0.116,21
-7.0583,124.8638,564.99,4.5,46,2.744,0.86,9.5,7.6,0.058,86
-3.3908,127.4054,75.51,4.5,59,4.135,0.68,8,8,0.073,56
-7.2651,112.2316,233.61,4.1,81,1.79,1.13,11,8.2,0.112,22
-8.0312,113.6659,149.41,4,94,0.649,1.22,7.7,7.5,0.119,19
-8.7202,118.8426,111.67,4.2,73,3.357,1.31,8.4,8.4,0.132,16
0.2112,121.3622,132.7,4.1,161,1.065,0.67,8.4,9.1,0.127,17
7.7409,124.7946,10,5,82,1.024,0.57,6.7,1.8,0.053,116
7.5962,124.8034,10,4.4,115,0.93,0.73,7,1.9,0.092,34
4.5955,125.7594,159.17,4.3,107,2.464,0.89,6.7,7.8,0.098,30
-8.1467,123.9328,163.96,4.4,53,1.632,0.83,7.8,7.2,0.092,34
9.0666,126.2599,76.64,4.6,122,2.095,0.78,10.8,8.1,0.073,55
2.5781,125.3848,180.13,4.2,127,2.672,0.6,11,8.1,0.141,14
7.6431,124.8102,10,4.6,89,0.951,0.72,9.1,1.9,0.095,33
7.562,124.6944,10,4.6,86,1.004,0.78,7.6,1.9,0.055,98
5.9267,127.3997,10,4.4,134,2.135,0.96,10,0.6,0.139,15
2.1538,124.1031,322.37,4.2,120,3.442,1.11,8.8,10,0.128,17
5.694,127.375,10,4.6,108,4.889,1.11,4.9,1.9,0.063,75
5.6392,127.3023,10,4.7,73,2.225,0.96,8.2,1.9,0.068,66
5.6931,127.3826,10,4.9,123,2.254,0.8,9,1.6,0.092,37
-2.1079,100.5634,58.77,4.6,182,2.464,0.9,5.8,9.2,0.206,7
5.7278,127.3001,10,5.5,73,2.168,0.87,5.4,1.8,0.068,21
5.7408,127.4109,10,4.6,129,2.248,0.8,7.3,1.9,0.146,14
5.7896,127.2236,17.66,4.4,131,2.07,0.57,6.8,6,0.138,15
5.894,127.2707,10,4.6,118,2.046,0.41,8.8,1.9,0.1,30
7.8334,126.8217,70.18,4.3,128,1.447,0.68,12.3,8.7,0.129,17
5.7697,127.4824,10,4.3,141,2.29,0.52,11.8,1.9,0.177,9
7.7228,124.8623,10,5.5,34,0.962,1.03,6.5,1.7,0.073,18
5.6328,126.1077,118.29,4.3,141,1.521,1.02,9.8,8.6,0.101,28
5.8317,127.4979,10,4.4,102,2.269,0.56,9,1.9,0.102,28
0.2873,126.138,55.26,4.6,49,1.319,0.79,4.3,8.3,0.1,30
5.813,127.416,10,4.8,136,2.211,1.64,7.7,1.9,0.073,58
5.4508,127.299,10,4.4,184,2.347,1.06,10.1,2,0.155,12
7.6836,124.9246,15.73,4.7,87,0.89,0.69,6.3,4.9,0.071,60
5.7328,127.149,10,4.6,81,2.049,0.97,8.7,1.9,0.09,37
5.3576,127.5107,10,4.6,132,2.565,0.64,9,1.9,0.086,40
4.9602,125.8616,87.42,4.3,137,2.114,0.85,9.8,9.2,0.147,13
1.8892,127.5543,123.19,4,168,5.598,0.63,9.2,11.8,0.164,10
7.5002,124.644,10,4.2,90,1.021,0.93,4.7,1.9,0.186,8
7.5122,124.8536,10,4.6,97,0.843,0.97,7,1.9,0.105,27
7.6766,124.8119,8.28,5.8,22,0.97,0.61,5.8,3,0.066,22
5.8687,127.399,10,4.6,118,2.166,0.82,7.7,1.9,0.087,39
5.8848,127.3223,10,4.5,118,2.094,0.63,8.2,1.9,0.096,32
3.6522,126.8464,47.1,4.6,52,2.908,0.94,8,7.5,0.071,59
5.7491,127.2785,10,5.1,78,2.138,0.61,7.5,1.8,0.049,134
5.742,127.3149,9,5.2,29,2.171,0.87,5.8,1.7,0.075,17
5.6698,127.008,10,4.3,130,4.878,0.3,19.1,1.9,0.201,7
5.7712,127.3452,24.94,5,75,2.178,0.76,7.8,5.4,0.054,109
5.8298,127.3038,10,4.5,134,2.11,0.82,13.3,1.9,0.127,18
5.6034,126.9112,10,4.6,133,7.788,1.46,13.8,1.9,0.273,4
5.6871,127.2436,10,4.3,288,56.265,0.44,29.3,2,0.189,8
5.7844,127.2916,10,5,84,2.127,0.91,10.1,1.9,0.075,57
5.7068,127.0949,12,5.7,63,2.025,0.74,8.2,1.7,0.066,22
5.6395,127.359,10,4.5,96,17.511,0.43,10.8,1.9,0.118,24
5.8285,127.4363,10,4.5,136,2.219,0.7,7.8,1.5,0.098,31
-1.7077,127.5708,35,4.1,146,13.931,0.8,12.7,2,0.175,9
5.7548,127.4513,10,4.3,148,2.273,0.82,5,1.9,0.142,14
5.6627,127.2932,10,5.3,29,4.858,1.06,7.5,1.7,0.075,17
5.6212,127.4262,10,4.4,129,2.332,0.75,9.1,1.9,0.13,17
5.649,126.8929,49.06,4.5,82,1.922,0.9,4.4,7.7,0.064,72
5.7974,127.4418,10,4.4,137,2.241,1.14,7.6,1.9,0.169,10
5.6626,127.319,10,5,111,2.223,0.67,5.6,1.8,0.103,9
5.7639,127.3001,10,5,114,2.146,0.96,5.3,1.8,0.056,102
5.5722,127.4624,10,4.5,134,2.391,0.96,9.7,1.9,0.118,21
6.2887,125.5589,103.88,4.3,130,0.776,0.82,10.3,8.6,0.137,15
5.1372,127.9849,10,4.3,192,3.067,0.44,12.5,2,0.216,6
-3.495,127.2236,91.18,4.4,82,4.24,0.54,7.3,7.9,0.112,23
5.7388,127.2427,10,4.5,137,2.117,0.97,9.3,1.9,0.124,19
5.3951,127.319,10,4.6,228,2.399,0.72,13,2,0.182,9
5.645,127.2963,10,4.6,118,2.217,1.36,8.7,1.9,0.09,37
5.96,126.0847,119.68,4.5,134,1.211,0.6,16.1,10.1,0.118,21
-9.6374,111.7197,42.54,4.3,155,2.082,0.66,11.9,10.2,0.147,13
5.7939,127.1085,10,4.6,128,1.979,0.63,8.8,1.9,0.122,20
5.7168,127.2475,10,5.1,75,2.134,0.87,7.5,1.8,0.098,10
5.6754,127.2013,13,5.8,25,2.125,0.95,7.3,1.7,0.059,28
-9.5742,111.7819,40.91,4.9,59,2.067,0.95,7.9,5.9,0.061,86
5.7273,127.1859,10,4.4,140,2.08,0.38,6.9,1.9,0.123,20
5.5806,127.4884,10,4.5,118,2.406,0.5,8.8,1.9,0.113,23
-8.5922,118.3213,132.2,4.2,76,3.828,0.92,5.1,8.3,0.124,18
-9.3571,114.4122,83.9,4.3,94,0.917,1.13,7.1,7.1,0.148,13
5.4531,126.4987,136.05,4.8,76,1.848,0.94,7.3,4.1,0.049,127
-8.1218,112.6216,61.71,3.9,102,1.553,1.16,9.5,11.7,0.195,7
0.3078,122.0982,189.58,4.4,83,1.5,0.78,5,6.4,0.094,35
-9.1344,115.5351,95.69,4.3,46,1.517,1.14,7.3,5.8,0.122,19
-4.4846,125.3248,478.27,4.5,49,4.265,0.8,5.3,7.2,0.075,52
0.5726,126.358,51.14,4.1,110,1.027,0.6,8.6,10.4,0.144,13
0.4803,123.6788,246.42,4.5,71,1.763,0.71,7.5,8.1,0.109,25
-5.6834,106.962,169.66,4,155,3.714,0.26,15.6,6.4,0.156,11
4.6048,123.3775,558.25,4.2,161,4.331,0.6,11.2,9.9,0.112,22
5.2509,126.8627,92.59,4.3,138,2.212,0.75,12.9,9.8,0.116,21
-6.3515,103.6676,36.33,4.5,194,2.101,0.78,10.3,4,0.094,33
3.2787,122.6251,545.23,4.2,95,2.833,0.62,14,9.1,0.121,19
6.4285,123.2686,621.7,4.2,76,4.906,0.51,15.5,5.8,0.136,15
0.4789,126.7437,10,4.5,57,0.687,0.39,6.8,1.9,0.103,28
5.5249,127.062,10,4.5,130,2.128,0.64,9.7,1.9,0.121,20
-3.0394,101.5421,57.16,5.3,26,1.926,0.95,7,4.5,0.045,163
0.4105,99.7847,140.91,4,99,1.257,1.16,9.5,10.5,0.211,6
5.3389,124.0024,500,4.1,111,5.288,0.75,13.7,9,0.123,18
6.811,125.7883,124.69,4.3,141,0.33,0.95,13.2,7,0.148,13
-9.1572,123.9163,125.81,4.4,118,0.687,0.71,10.4,9.2,0.143,14
-4.5728,125.8261,431.99,4.1,67,4.648,0.7,13.1,17.7,0.198,7
6.1185,126.2718,128.02,4.5,86,1.168,0.8,5.7,7.8,0.127,18
4.4635,125.0417,108.18,4,124,2.643,0.99,10.3,14.7,0.164,10
0.3086,120.5802,94,5.5,17,0.822,1.1,6.4,1.8,0.05,38
1.8312,127.4227,136.55,4.1,129,1.053,0.89,11.5,3.9,0.135,15
-4.4069,102.1101,44.58,4.8,99,0.844,0.76,6.7,6.1,0.077,52
3.6093,126.7639,10,4.2,101,6.471,0.86,5,1.9,0.125,18
-4.3584,102.3654,57.83,5,91,0.588,0.63,7,6,0.082,47
-6.1311,127.9772,388.84,4.2,65,3.775,0.37,8,11.9,0.166,10
-2.1247,128.0422,10,4.9,39,2.955,1.44,6.7,1.2,0.101,81
0.0513,123.3717,137.95,5,32,1.24,0.97,7.3,4.8,0.045,157
2.7872,125.9815,111.88,5.2,30,2.434,0.75,6.7,4.5,0.089,12
1.7286,127.1925,93.99,4.3,154,0.966,0.68,8.3,7.5,0.142,14
1.1437,121.4417,511.38,4,74,0.66,0.72,12.9,9.9,0.099,27
8.1478,126.0977,10,4.6,56,1.188,0.67,7.1,1.9,0.067,67
4.9856,126.9469,57.54,4.4,112,2.477,1.03,10,8.6,0.12,20
4.8682,126.8312,69.73,4.7,119,2.516,1.12,10,8.8,0.106,27
0.6114,98.4164,52.48,5.1,67,1.086,0.56,6.3,6,0.061,86
6.1143,125.9537,131.74,4.5,94,1.019,1.08,9,7.3,0.094,33
2.6788,125.8866,86.17,4.7,97,2.403,1.34,6.7,6.1,0.056,98
-6.0928,106.8915,195,4,130,21.844,0.36,18.1,4.6,0.183,8
3.3323,122.5185,548.78,4.3,97,2.807,0.48,7.7,10.4,0.119,20
4.9334,118.7791,33.96,4.6,108,0.37,0.66,8.7,5.3,0.095,33
-7.9061,107.7809,25.87,4.5,194,2.716,0.61,11.7,6.8,0.18,9
-3.8569,127.3094,38.36,4.1,138,5.018,1.37,9.1,15.1,0.197,7
-6.6568,127.5706,410.85,4.1,48,3.925,0.79,11.8,5.9,0.114,21
4.999,125.056,65.27,4.2,114,4.791,0.48,11.7,10.6,0.152,12
-7.5554,128.0981,164.74,4.6,98,3.199,0.93,8.8,7.7,0.082,44
-7.9568,108.0128,73.62,4.7,119,2.487,1.22,8.8,6.1,0.086,41
-5.8988,127.853,394.45,4,105,5.224,0.47,13,15.7,0.173,9
0.6983,120.4343,37.21,4,133,0.537,0.83,4.1,11.2,0.15,12
0.4594,98.3895,56.71,4.1,194,1.168,1.06,6.4,13.4,0.303,3
1.0824,126.3374,10,4.3,83,1.074,0.62,6,1.9,0.129,17
-9.5793,123.7992,73.98,4.3,102,0.493,0.99,8.1,6.3,0.147,13
-8.3858,115.3706,115.2,4,98,1.208,0.87,6,8,0.149,12
-8.4915,115.3233,111.71,5.6,17,1.158,1.11,6.9,3,0.066,22
2.3956,98.9117,142.73,4.3,77,0.296,0.55,6.6,4.1,0.092,33
0.7221,123.694,271.48,4.3,81,1.98,1.04,4.2,7.8,0.094,32
-8.3231,117.5366,31.35,4,87,3.351,0.59,6,8.4,0.173,9
0.1215,123.2267,159.6,4.3,52,1.241,0.99,7.4,4.2,0.105,26
3.1401,127.0692,62.72,4.6,69,2.371,0.88,11.1,8.9,0.089,38
-6.0389,104.366,54.71,5.3,69,2.18,1.45,8.6,4.2,0.057,102
2.4713,127.0198,13.73,4.3,174,1.723,0.52,11.1,4.6,0.129,17
-7.6145,128.1917,105.18,5,38,3.1,0.9,7.5,5,0.067,72
-10.653,123.5142,35,4.2,108,1.159,0.72,7.2,2,0.175,9
2.2182,127.5171,74.5,4.4,113,1.444,0.97,11.3,9.7,0.098,30
-2.0961,100.5341,78.62,4.2,150,2.458,0.68,7.3,8.8,0.167,10
1.5742,126.8252,73.93,4.3,101,0.963,0.62,7.5,7,0.113,22
-7.0123,125.023,565.22,4.4,40,2.826,0.63,10.9,9.6,0.069,60
-7.9478,107.9551,77.93,4.8,62,2.544,1.06,6,5.8,0.07,62
1.8376,99.0438,143.64,4.6,78,0.858,0.73,5.7,6.7,0.116,22
3.2783,98.4474,10,4.8,62,0.75,1.15,4.6,1.7,0.074,56
-10.7723,115.1546,10,4.5,117,2.492,1.11,8.1,1.9,0.102,28
7.5539,124.67,10,4.4,89,1.022,0.77,7.6,1.9,0.11,24
2.9331,128.0918,153.54,4.7,56,2.265,0.7,8.9,6.4,0.056,96
-5.9777,102.9424,10,4.5,82,1.606,0.93,6.8,1.8,0.18,9
1.5872,126.5759,48,4.3,73,1.131,0.75,7,7.8,0.088,40
-8.5413,121.1462,195.74,4.5,57,1.083,1.26,4.2,6.3,0.099,34
1.013,126.2331,55.58,5.1,68,1.158,0.97,7.3,3,0.081,49
-11.539,114.5737,10,5.5,46,3.077,1.43,8.6,1.7,0.068,21
5.0623,127.7352,83.17,4.9,56,2.928,0.72,6.2,8.2,0.07,64
0.0914,123.6454,130.42,4.2,61,1.424,1.31,8.6,10.3,0.121,19
-9.2316,109.9965,55.72,4.2,124,1.41,0.96,5.9,6.5,0.118,20
-7.8071,108.0002,78.6,4.6,62,2.501,0.61,4,6.9,0.079,48
1.7629,127.0327,62.64,5.1,44,1.039,0.69,2.9,5.6,0.056,102
-8.0812,122.6634,207.12,4,49,0.693,1.07,9.4,5.9,0.113,23
-6.2109,103.2388,20.65,4.3,205,1.859,0.67,10.9,5.6,0.178,9
3.6425,95.8593,44.85,5.2,48,1.913,1.03,7.1,4,0.098,10
-2.7071,126.1546,35,4.3,49,3.661,1.29,6.4,2,0.125,18
-2.3503,127.9912,46.2,4.6,66,3.163,1.04,7.5,8.7,0.114,23
0.6515,121.1465,75.46,5.4,22,0.584,1.17,6.6,4.2,0.089,12
-5.6225,110.1835,545.67,5.1,34,1.44,0.93,8.4,4.6,0.048,142
-7.7564,106.5851,51.37,4.9,83,3.887,0.75,3.6,7.5,0.099,32
-8.4529,113.5288,116.39,4,138,0.616,0.69,11.1,5.2,0.144,13
2.2624,127.1698,70.76,4.3,162,1.493,0.44,10.5,11.5,0.143,14
1.9578,98.9865,140.51,4.5,98,0.733,0.64,6.8,6.1,0.094,33
-4.6695,102.5798,53.84,4.6,96,0.484,0.66,7.1,3.7,0.079,48
-7.2234,105.2828,45.97,4.9,177,3.667,0.57,5.3,9.6,0.088,40
-6.5806,105.1463,75.9,4.7,90,3.101,0.84,8.5,3,0.072,58
-7.458,126.849,286.07,4.2,47,3.424,0.93,8.7,8.4,0.093,33
6.6751,126.0492,57.88,4.3,176,0.609,1.05,11.2,12,0.126,18
4.0677,126.2476,52.77,4.5,112,3.055,0.76,6.4,8,0.094,33
-0.871,122.3032,41,4.3,86,0.498,1.16,7,11.7,0.143,14
-6.2615,102.1873,10,5.5,24,2.037,0.74,7.1,1.7,0.073,18
0.7872,123.8571,269.31,4.5,57,2.116,0.66,8,7,0.054,99
-7.1371,106.8961,61.55,4.3,125,3.518,0.98,11.2,6.6,0.16,11
1.2018,126.5351,39.63,4.6,88,0.934,0.87,7,7.7,0.081,45
5.6359,124,529.29,4.6,75,2.119,0.66,10.5,8.1,0.05,118
-7.0589,125.9342,490.06,4.2,43,3.146,1.09,10,9.2,0.092,34
5.5189,127.0097,110.98,4.7,139,2.096,0.58,6.1,8,0.093,35
-2.9122,100.9556,48.54,4.4,111,2.46,0.56,9.6,8.9,0.149,13
0.9024,126.8795,30.93,4.1,104,0.504,1.09,7.7,8.4,0.185,8
-6.1179,113.0763,584.16,4.6,18,2.569,1.12,9.8,6.1,0.055,98
2.971,95.6626,28.36,4,215,2.529,0.16,12.1,9.5,0.196,7
-7.6691,127.5938,167.22,4.5,50,3.684,0.89,8,8,0.113,23
2.121,121.685,10,4.9,108,1.349,0.93,4.2,1.9,0.081,48
1.7974,126.573,37.43,4.9,102,1.291,0.87,6.3,7,0.06,87
-1.3196,127.5752,32.33,5,45,2.087,1,6,4.8,0.056,103
-6.9992,125.4333,497.92,4.2,68,2.971,0.77,8.4,12.9,0.166,10
-9.1684,118.7517,89.71,4.3,135,4.598,0.29,9.4,12.3,0.237,5
4.4056,96.5544,35.1,4.5,64,0.906,0.83,7,8.3,0.102,28
1.3675,126.4444,44.25,4.5,89,1.095,1.15,8.2,8.1,0.136,19
5.1164,126.8711,88.15,4.5,137,4.344,0.89,10.9,6.7,0.108,25
1.3899,126.5877,52.51,4.8,56,0.991,0.99,7.2,6.7,0.07,62
-9.1545,113.3399,57.47,4.2,152,1.052,0.72,8.3,8.5,0.128,17
-2.2827,100.8807,58.57,4.1,182,2.596,0.95,11,10.4,0.198,7
1.7651,99.4345,164.73,4.5,76,1.054,0.87,7.6,7.3,0.113,23
2.3226,95.328,28.51,4.8,175,2.463,0.85,8.8,6.5,0.111,25
5.9791,125.9141,66.98,4.5,124,1.133,1.12,8.9,9.1,0.121,20
3.2937,126.8642,73.42,4.9,108,2.554,0.7,7.2,7.1,0.066,73
-4.2072,102.0171,42.72,5.4,55,0.948,1.25,7.1,4.6,0.051,132
1.2504,122.4328,42.15,4.9,84,1.656,0.94,7,7.1,0.096,34
-1.1248,126.9045,17.44,4.8,65,8.119,0.74,7.8,4.2,0.071,62
5.2775,96.4632,27.79,4.3,136,0.484,1.04,8.7,4,0.138,15
0.2163,122.1992,180.16,4.2,136,1.374,0.66,11,5.3,0.147,13
6.0571,126.7708,79.72,4.2,115,1.553,0.98,4.7,8.6,0.112,23
4.7036,96.9622,174.81,5,110,0.522,0.7,8.2,7.1,0.059,90
7.2709,125.5687,15.5,4.2,171,0.2,0.32,11.1,6.6,0.159,11
-3.838,102.9159,81.24,4.2,137,0.52,0.47,11.3,10.4,0.147,13
6.1114,124.964,43.73,4.5,51,1.131,0.91,7.2,6.2,0.145,14
7.0657,125.5863,11.86,4.7,55,0.008,0.77,9.9,5,0.093,35
7.6927,121.5886,34.13,4.4,128,3.959,0.55,11.1,5.6,0.13,17
1.2201,99.0931,112.75,4,128,1.473,0.69,6.8,9.4,0.13,16
4.7669,127.5889,64.63,5.1,106,3.038,0.97,4.8,5.5,0.049,132
1.9901,125.7651,34.27,4.2,103,2.007,0.78,7,6.4,0.136,15
-4.8705,104.6152,138.64,4.3,130,1.73,0.87,8,7.9,0.129,17
3.8932,95.1135,35,4.5,264,2.258,0.79,10.2,2,0.243,5
5.7758,126.3809,10,4.2,158,1.512,0.82,7,1.7,0.152,12
1.5912,126.4098,65.52,4.4,66,1.256,1.43,7,8.8,0.123,19
-8.2064,118.5449,13.14,4.1,71,3.39,0.7,8,4.1,0.185,8
-6.9222,125.7839,524.25,4.3,55,3.19,0.66,10.7,7.2,0.093,33
2.3937,95.2982,17.34,5,54,2.52,0.81,8,3.5,0.068,70
-10.6527,115.8822,41.07,4.7,109,2.759,0.86,8.3,6.8,0.079,49
-8.259,120.01,184.55,4.4,61,2.235,0.75,7.8,6.3,0.143,14
-7.8406,107.9434,67.97,4.7,48,2.556,0.98,8.6,6.9,0.079,49
5.8055,123.9628,539.84,4.4,71,2.039,0.66,8.2,6.8,0.054,101
-6.4023,104.6528,45.93,5.1,82,2.639,0.81,6.7,5.9,0.067,72
-9.1225,116.603,38.16,4.1,46,2.507,1.21,9.1,9.1,0.14,14
1.728,126.4126,52.71,4.1,106,1.346,1.13,8.7,5.1,0.185,8
3.9854,126.8171,41.15,4.5,136,3.239,0.38,9.9,8.7,0.14,15
3.7996,126.9032,10,4.2,163,3.505,0.91,6.5,2,0.186,8
3.8032,126.7453,66.27,4.8,64,3.074,0.75,5.5,7.6,0.072,59
-8.1244,118.5552,10,4.4,79,3.31,0.95,6.3,1.9,0.143,15
-1.3316,97.4907,31.76,4.4,183,2.619,1.18,11.7,6.8,0.155,12
4.573,96.5459,41.74,4.6,92,0.764,0.91,7.3,8.3,0.096,32
3.869,126.8793,35.42,4.4,115,3.114,0.5,4.5,10.6,0.127,18
2.3655,128.2821,83.34,4.1,259,1.828,0.81,14.1,17.3,0.175,9
1.7165,127.0032,93.82,4.7,106,1.006,0.98,9.2,7.5,0.104,28
3.8387,126.6852,39.93,4.5,150,3.121,0.47,5.4,11.6,0.132,17
6.9502,125.4062,24.77,4.5,106,0.208,1.01,14.6,7.5,0.136,16
2.2795,126.2455,50.44,4.2,157,1.87,0.74,5.5,9.3,0.115,21
2.9016,126.5905,68.53,4.2,102,2.253,0.85,9.8,8,0.128,17
5.2456,96.1497,10,5,41,0.794,1.51,6.4,1.7,0.063,82
5.2964,96.066,13,5.4,35,0.88,1.29,5.3,1.7,0.061,26
-7.5161,107.3878,77.33,5,40,3.063,1.21,8.5,4.6,0.057,99
0.4888,99.7436,153.29,4.5,135,1.306,0.86,7,7.9,0.104,27
3.9156,126.8062,44.56,5,107,3.172,0.79,4.5,7,0.064,79
3.7015,126.7587,75.01,4.9,60,2.972,1.24,8.2,7.6,0.069,66
-8.6334,120.3889,134.32,4.1,80,1.828,0.73,9.1,8.7,0.117,20
2.0318,125.1945,10,4.1,105,2.506,0.82,9.4,1.7,0.174,9
2.312,124.9555,216.31,4.4,126,2.854,0.74,7.8,10.2,0.115,22
3.3452,98.5146,8.12,4.9,49,0.765,0.84,5.2,4,0.06,87
3.3567,98.5166,11.16,4.7,56,0.773,1.11,5.3,3.2,0.071,61
-7.529,108.383,101.06,4.8,45,2.096,1.36,6.2,4.7,0.069,66
2.0345,127.2738,10,4.2,157,1.257,0.77,10.9,1.9,0.128,17
3.2861,98.2171,10,4.4,129,0.918,0.94,3.9,1.9,0.156,12
3.343,125.596,160.46,4.3,109,3.107,0.62,8.4,9.2,0.133,16
-8.1053,117.6496,212.26,5.2,51,3.48,1,6.5,4.8,0.059,96
-2.5256,127.6073,42.03,4.4,85,3.284,0.67,8,7.4,0.105,26
4.033,124.3812,346.28,4.4,82,4.403,0.89,10.1,9.3,0.103,27
-9.2988,112.1499,35,4.9,91,2.117,0.93,8,1.8,0.086,42
-0.0713,124.4211,81.98,4,89,1.91,0.88,6.6,10.5,0.164,10
-9.3531,115.7353,60.51,4.6,46,1.793,1.03,6.8,3.2,0.077,50
-4.8441,102.9054,63.91,4.6,93,0.483,0.61,4,6.2,0.086,40
-6.5152,104.2619,40.01,4.6,151,2.504,0.8,10.8,8.6,0.103,28
9.0583,126.4025,50.11,4.9,96,2.137,0.6,8.2,6.8,0.056,100
-2.5379,99.4686,35.24,4.4,196,3.923,1.02,7.5,9.8,0.17,10
6.908,125.4222,16.19,4.6,99,0.223,0.5,7,5.7,0.133,17
7.0965,124.2461,52.68,4.4,110,1.323,0.32,9.9,11.1,0.189,8
1.5944,127.4503,139.75,4.7,92,0.821,0.53,8.3,6.5,0.08,47
-0.185,123.0199,81.13,5,20,0.886,0.86,5.6,4.6,,
2.4949,123.0392,467.84,4.5,102,2.642,0.76,11.8,12.1,0.131,17
7.3843,126.5679,86.94,4.6,110,1.029,0.98,8.9,6.3,0.105,27
-8.1112,123.955,180.35,4.2,105,1.662,1.13,8.3,6.9,0.152,12
-9.697,111.9895,35,4.3,172,2.29,0.77,8.8,2,0.188,8
1.2287,128.0302,106.06,4.3,137,0.803,0.84,12,11.1,0.147,13
3.2843,98.5275,42.47,4.4,115,0.707,0.93,7.1,9.6,0.127,18
3.3033,98.4167,11.85,4.5,80,0.789,1.08,5.7,4.6,0.093,35
-11.7622,117.6019,10,4.3,56,4.715,1.33,8.4,1.9,0.137,15
-8.6689,118.3182,148.27,4.3,77,3.875,1.15,7.2,4.8,0.16,11
